Source File,Country,Company Name,Sector,Product Categories,Phone,Email,Address,Certifications,Production Capacity,Other,City/Location,Website,Types of Products,Additional Information,Name,الأسم,Type,نوع التصنيف,Subtype,نوع التصنيف الفرعي,Block,X Longitude,Y Latitude,Location,Factory Name,Industry Type,City,Region,Products/Services,Manufacturer Name
arab_manufacturers.csv;mena_manufacturers.csv,Oman,Al Hassan Switchgear Manufacturing Co. LLC (AHSG),Electrical,Switchgear,24591283,baqer.j@al-hassan.com,,,,Contact: Bqer 95334775; Fax: 24596899,,,,,,,,,,,,,,,,,,,,Al Hassan Switchgear Manufacturing Co. LLC (AHSG)
arab_manufacturers.csv;mena_manufacturers.csv,Oman,ELECTRO MECHANICAL SERVICES LLC,Electrical,Electro mechanical,24596686,suresh@emsswitchgear.com,,,,Contact: Suresh 99365503; Fax: 24595585,,,,,,,,,,,,,,,,,,,,ELECTRO MECHANICAL SERVICES LLC
arab_manufacturers.csv;mena_manufacturers.csv,Oman,JYOTI SOHAR SWITCHGEAR,Electrical,Switchgear,26751197,jyotijss@omantel.net.om,,,,Contact: Prabhat sherma 99445474; Fax: 26750286,,,,,,,,,,,,,,,,,,,,JYOTI SOHAR SWITCHGEAR
arab_manufacturers.csv;mena_manufacturers.csv,Oman,MAJAN SWITCHGEAR COMPANY,Electrical,Switchgear,24504235,majanmct@omantel.net.om,,,,Contact: T.Thangamani 99226968; Fax: 24502549,,,,,,,,,,,,,,,,,,,,MAJAN SWITCHGEAR COMPANY
arab_manufacturers.csv;mena_manufacturers.csv,Oman,NATIONAL ELECTRICAL INDUSTRIES,Electrical,Electrical products,24453880,sudarsan@neioman.com,,,,Contact: Sudarsan 95210070; Fax: 24453721,,,,,,,,,,,,,,,,,,,,NATIONAL ELECTRICAL INDUSTRIES
arab_manufacturers.csv;mena_manufacturers.csv,Oman,NATIONAL PLASTIC FACTORY,Plastics,Plastic products,24811689,info@nationalplasticoman.com,,,,Contact: wilfard 99840233; Fax: 24810078,,,,,,,,,,,,,,,,,,,,NATIONAL PLASTIC FACTORY
arab_manufacturers.csv;mena_manufacturers.csv,Oman,NATIONAL TRADING CO.,Trading,,24591041,natcoed@omantel.net.om,,,,Contact: ashok 99759012; Fax: 24591046,,,,,,,,,,,,,,,,,,,,NATIONAL TRADING CO.
arab_manufacturers.csv;mena_manufacturers.csv,Oman,NUHAS OMAN LLC,Manufacturing,Cables,24449007,alokbasu@nuhasoman.com,,,,Contact: Sunil 99372917; Fax: 24446790,,,,,,,,,,,,,,,,,,,,NUHAS OMAN LLC
arab_manufacturers.csv;mena_manufacturers.csv,Oman,OMAN CABLES INDUSTRY (O.C.I),Electrical,Cables,24446464,quadri@omancables.com,,,,Contact: Saeed Qadiri 99349265; Fax: 24446096,,,,,,,,,,,,,,,,,,,,OMAN CABLES INDUSTRY (O.C.I)
arab_manufacturers.csv;mena_manufacturers.csv,Oman,Oman National Engineering & Investement Co.,Engineering,Engineering and investment,24702075,bala.v@oneic.com.om,,,,Contact: Bala 99217652; Fax: 24797394,,,,,,,,,,,,,,,,,,,,Oman National Engineering & Investement Co.
arab_manufacturers.csv;mena_manufacturers.csv,Oman,SHARIKAT FANNIYA OMANIA,Electrical,Electrical,24815970,sfoelect@omantel.net.om,,,,Contact: Abijit 99363078; Fax: 248108706,,,,,,,,,,,,,,,,,,,,SHARIKAT FANNIYA OMANIA
arab_manufacturers.csv;mena_manufacturers.csv,Oman,URICH SWITCHGEAR MANUFACTURING CO.,Electrical,Switchgear,24815597,usg_oman@yahoo.com,,,,Contact: Prakash 99824034; Fax: 24818350,,,,,,,,,,,,,,,,,,,,URICH SWITCHGEAR MANUFACTURING CO.
arab_manufacturers.csv;mena_manufacturers.csv,Oman,VOLTAMP MANUFACTURING CO.,Manufacturing,,24446372,aasit@voltampoman.com,,,,Contact: Aaist Naik 99337423; Fax: 24446371,,,,,,,,,,,,,,,,,,,,VOLTAMP MANUFACTURING CO.
arab_manufacturers.csv;mena_manufacturers.csv,Oman,VOLTAMP TRANSFORMERS OMAN LTD.,Electrical,Transformers,24446372,aasit@voltampoman.com,,,,Contact: Aaist Naik 99337423; Fax: 24446371,,,,,,,,,,,,,,,,,,,,VOLTAMP TRANSFORMERS OMAN LTD.
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,ADVANCED PLASTIC FACTORY,Plastics,Pipes, fittings PVC and HDPE, corrugated pipes,,,,"N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,,ADVANCED PLASTIC FACTORY
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,AL ARZ AUTOMATIC BAKERY,Food processing,Bakery products,ISO 22000:2005, ISO 9001:2015,,,,,,,,,,,,,,,,,,,,,,,,AL ARZ AUTOMATIC BAKERY
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,AL BAYADAR PACK-QATAR,Packaging,Food packaging solutions,,,,,,,,,,,,,,,,,,,,,,,,,,AL BAYADAR PACK-QATAR
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,AL MESBAH FACTORY FOR ALUMINUM WORKS,Metal works,Aluminum works,,,,,,,,,,,,,,,,,,,,,,,,,,AL MESBAH FACTORY FOR ALUMINUM WORKS
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,AL NAQEEB PLASTIC FACTORY,Plastics,Polypropylene woven bags and sacks,ISO 9001:2015, ISO 22000:2018, HACCP,,,"N/A,N/A",,,,,,,,,,,,,,,,,,,,AL NAQEEB PLASTIC FACTORY
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,AL SADA FACTORY FOR PLASTIC PIPES,Plastics,PPR pipes and fittings,,,Industrial Area, Doha,,"N/A,N/A",,,,,,,,,,,,,,,,,,,,AL SADA FACTORY FOR PLASTIC PIPES
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,AL SADA FOOD INDUSTRY,Food industry,Factory sale, company not operational,,,Street 31, Zone 81," Small & Medium Industries Area,N/A,N/A",,,,,,,,,,,,,,,,,,,,AL SADA FOOD INDUSTRY
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,AL SULAITEEN AGRICULTURE AND INDUSTRIAL COMPLEX CO,Agriculture,Flowers, fruits, vegetables, animal products,,,"40 hectares farms,N/A,N/A",,,,,,,,,,,,,,,,,,,,AL SULAITEEN AGRICULTURE AND INDUSTRIAL COMPLEX CO
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,ALBIDDA INDUSTRIES AND SERVICES,Electrical,Switchboard enclosures, assembly,,,,,"N/A,N/A",,,,,,,,,,,,,,,,,,,,ALBIDDA INDUSTRIES AND SERVICES
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,ALUMINUM GULF RAY (GULF RAY ALUMINUM AND GLASS),Metal products,Metal cladding, facades, doors, windows, aluminum products,,"N/A,N/A,N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,,ALUMINUM GULF RAY (GULF RAY ALUMINUM AND GLASS)
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,Al crystal food oil factory,Food processing,Edible oil,,,New Industrial Area, Doha,,,,,,,,,,,,,,,,,,,,,,Al crystal food oil factory
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,AlBINA SNACKS,Food processing,Roasted nuts,,,,,,,,,,,,,,,,,,,,,,,,,,AlBINA SNACKS
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,Artikkan Gallery,Furniture and decor,Arab or Oriental influenced furniture and home-décor,,,Doha,,,,,,,,,,,,,,,,,,,,,,,Artikkan Gallery
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,Asima Plastic Factory,Packaging,Packaging,,,,,,,,,,,,,,,,,,,,,,,,,,Asima Plastic Factory
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,BRIGHT FUTURE TIRE RECYCLING COMPANY,Recycling,Reclaimed rubber from tyres,,,Umsaeed industrial area,,,,,,,,,,,,,,,,,,,,,,,BRIGHT FUTURE TIRE RECYCLING COMPANY
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,Baladna,Food and beverages,Dairy and juice products,ISO 22000:2005,,Al Khor,,,,,,,,,,,,,,,,,,,,,,,Baladna
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,COASTAL STEEL AND GALVANIZING WLL,Metal fabrication,Steel structures, stadium seats, bathroom partitions, lighting poles, crash barriers, cable trays,"N/A,N/A,N/A,N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,,COASTAL STEEL AND GALVANIZING WLL
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,DELTA CORPORATION,Oil and gas,Wellheads, X-Mass tree equipment, valves, actuators, flow control products,,"N/A,N/A,N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,,DELTA CORPORATION
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,DOHA EXTRACO,Construction materials,GRC, GRP, UHPC, GRG, EIFS,,"N/A,N/A,N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,,DOHA EXTRACO
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,DOHA PRECAST FACTORY,Construction materials,Reinforced concrete pipes, precast manholes, fittings,,,Messaieed Industrial City,"N/A,N/A",,,,,,,,,,,,,,,,,,,,DOHA PRECAST FACTORY
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,Dandy Company,Food and beverages,Dairy, beverage and ice cream products,ISO 9001:2000,,,,,,,,,,,,,,,,,,,,,,,,Dandy Company
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,Doha Cables,Electrical,Cables,BASEC, LPCB, KEMA/DNV-GL,,Messaieed Industrial City,"N/A,N/A",,,,,,,,,,,,,,,,,,,,Doha Cables
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,ELITE PAPER RECYCLING,Recycling,Paper recycling,,,,,,,,,,,,,,,,,,,,,,,,,,ELITE PAPER RECYCLING
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,EXPANDED METAL MFG. CO.,Metal products,Expanded metal products,British Standards, ASTM, ISO 9001:2015, AISI,,"New Industrial Area, Doha,N/A,N/A",,,,,,,,,,,,,,,,,,,,EXPANDED METAL MFG. CO.
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,GROWTECH TRADING & INDUSTRIAL GROUP CO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,GROWTECH TRADING & INDUSTRIAL GROUP CO.
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,GULF CRAFTS,Manufacturing,Bespoke design and manufacturing,,,Doha,,,,,,,,,,,,,,,,,,,,,,,GULF CRAFTS
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,HALUL FOR BOAT MANUFACTURING,Manufacturing,Fiber glass boats, yachts, coast guard boats,,,New Industrial Area," Doha,N/A,N/A",,,,,,,,,,,,,,,,,,,,HALUL FOR BOAT MANUFACTURING
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,INTERNATIONAL WELDING RODS FACTORY,Manufacturing,Welding electrodes,ISO-certified,,New Industrial Area, Doha,,,,,,,,,,,,,,,,,,,,,,INTERNATIONAL WELDING RODS FACTORY
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,ITAG INTERNATIONAL,Oilfield equipment,Oilfield equipment,,,,,,,,,,,,,,,,,,,,,,,,,,ITAG INTERNATIONAL
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,JERSEY GLASS,Glass processing,Glass processing,,,New Industrial Area,,,,,,,,,,,,,,,,,,,,,,,JERSEY GLASS
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,METALS FORMING SUPPORT FACTORYS,Construction,Construction solutions,,,New Industrial Area Pink Zone,,,,,,,,,,,,,,,,,,,,,,,METALS FORMING SUPPORT FACTORYS
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,MODERN BUILDING ACCESSORIES FACTORY,Building materials,Plastic items for building,,,New Industrial Area, Doha,,"N/A,N/A",,,,,,,,,,,,,,,,,,,,MODERN BUILDING ACCESSORIES FACTORY
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,NATIONAL FOOD COMPANY W.L.L,Food processing,Processed dates,,,Doha,,,,,,,,,,,,,,,,,,,,,,,NATIONAL FOOD COMPANY W.L.L
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,National Food Company (Al arabia),Food processing,Processed frozen food,,,,,,,,,,,,,,,,,,,,,,,,,,National Food Company (Al arabia)
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,QATAR GERMAN GASKET FACTORY (Q-GER),Manufacturing,Metallic and non-metallic gaskets,,,New Industrial Area, Doha,,,,,,,,,,,,,,,,,,,,,,QATAR GERMAN GASKET FACTORY (Q-GER)
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,QATAR MEAT PRODUCTION,Food processing,Meat processing,,,6,000 sqm facility,,,,,,,,,,,,,,,,,,,,,,QATAR MEAT PRODUCTION
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,QATAR NATIONAL ALUMINIUM PANEL CO.,Metal products,Aluminium composite panels, coated aluminium coils,,,,,"N/A,N/A",,,,,,,,,,,,,,,,,,,,QATAR NATIONAL ALUMINIUM PANEL CO.
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,QATAR POLYMER INDUSTRIAL COMPANY,Plastics,PP woven products,HACCP, ISO 9001:2015, ISO 45001:2018,,,"N/A,N/A",,,,,,,,,,,,,,,,,,,,QATAR POLYMER INDUSTRIAL COMPANY
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,QATAR STEEL INDUSTRIES FACTORY,Steel products,Steel pipes, tubes, corrugated sheets, insulated panels, angles, beams," channels, flats,N/A,N/A,N/A,N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,,QATAR STEEL INDUSTRIES FACTORY
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,QATAR TECHNICAL STEEL FABRICATION CO.,Metal fabrication,Steel fabrication, industrial refrigeration, machining,,,Street 24," Zone 81, New Industrial Area,N/A,N/A",,,,,,,,,,,,,,,,,,,,QATAR TECHNICAL STEEL FABRICATION CO.
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,QMEDIA SIGNAGE,Signage,Traffic, industrial, building name, indoor, way finding signs,,"N/A,N/A,N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,,QMEDIA SIGNAGE
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,Qatar Flour Mills Co.,Food processing,Flour and wheat-based products,,,,,,,,,,,,,,,,,,,,,,,,,,Qatar Flour Mills Co.
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,Qatari Canadian for Electrical generators and energy,Power and renewable energy,Power solutions,,,,,,,,,,,,,,,,,,,,,,,,,,Qatari Canadian for Electrical generators and energy
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,Qatari German For Medical Devices Company,Medical devices,Single-use syringes, hypodermic needles, intravenous cannulas, re-use prevention syringes, insulin syringes,,"N/A,N/A,N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,,Qatari German For Medical Devices Company
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,RAYYAN MINERAL WATER CO.,Beverages,Mineral water,,,60 kms from Doha,,,,,,,,,,,,,,,,,,,,,,,RAYYAN MINERAL WATER CO.
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,Royal Foodz,Processed food services,Processed food,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Foodz
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,SIGMA METAL INDUSTRIES,Metal products,Traffic signs, directional signs, gantries, cantilevers, variable message signs, controllers cabinets," steel structures,ISO 9001:2015, ISO 14001:2018,N/A,N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,,SIGMA METAL INDUSTRIES
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,Seashore Panels Factory (formaly Al Atti ya Steel),Construction materials,Insulated polyurethane sandwich panels, cold room panels, decking sheets, purlins, single skin sheets,,"N/A,New Industrial Area, Doha,N/A,N/A",,,,,,,,,,,,,,,,,,,,Seashore Panels Factory (formaly Al Atti ya Steel)
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,THE CONFIDENCE INDUSTRIAL GASES PLANT CO,Gases,Industrial, medical, specialty gases,,,,"N/A,N/A,N/A",,,,,,,,,,,,,,,,,,,,THE CONFIDENCE INDUSTRIAL GASES PLANT CO
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,Twyla Recycling Company,Plastic recycling,Plastic raw material,,,,,,,,,,,,,,,,,,,,,,,,,,Twyla Recycling Company
arab_manufacturers.csv;mena_manufacturers.csv,Qatar,WEST BAY ICE AND WATER FACTORY,Beverages,Ice cubes, bottled water,,,,,"N/A,N/A",,,,,,,,,,,,,,,,,,,,WEST BAY ICE AND WATER FACTORY
saudi_factories.csv,Saudi Arabia,ALHamoudi Sign Systems,,,+966 xxxxxxxxxx,,,,,,,,,,,,,,,,,,,,ALHamoudi Sign Systems,,Riyadh,Riyadh,"Since 1990, Al-Hamoudi established an integrated media system for providing integrated advertising services whether companies, institutions, or individuals, in the Kingdom of Saudi Arabia market. Addi...",ALHamoudi Sign Systems
saudi_factories.csv,Saudi Arabia,Abdulaziz & Saad Al Moajil Co.,,,+966 xxxxxxxxxx,,,,,,,,,,,,,,,,,,,,Abdulaziz & Saad Al Moajil Co.,,,Eastern Province,Abdulaziz & Saad Al Moajil Co. was established in 1928 as a collective partnership company between the two brothers Abdulaziz & Saad and started functioning as a food stuff import company.,Abdulaziz & Saad Al Moajil Co.
arab_manufacturers.csv;mena_manufacturers.csv,Saudi Arabia,Abdullah bin Salem bin Ayyad Al-Khattabi Factory for Industry,Manufacturing of rubber and plastic products,Rubber and plastic products,0126094111,alkhattabi_factory@hotmail.com,Jeddah 1st,,,,,,,,,,,,,,,,,,,,,,,Abdullah bin Salem bin Ayyad Al-Khattabi Factory for Industry
saudi_factories.csv,Saudi Arabia,Advanced Solutions Company,,,+966 112016528,,,,,,,,,,,,,,,,,,,,Advanced Solutions Company,,Riyadh,Riyadh,Comprehensive Software Solutions to Elevate Your Business We offer a range of intelligent software solutions to help you efficiently manage and streamline your operations: ✅ Enterprise Resource...,Advanced Solutions Company
saudi_factories.csv,Saudi Arabia,Al Joaib Plastic Factory,,,+966 xxxxxxxxxx,,,,,,,,,,,,,,,,,,,,Al Joaib Plastic Factory,,,Eastern Province,Today we are surrounded by products made out by plastic and it’s hard to imagine a world without plastic manufacturers. But how did it all begin and when was the birth of plastic? In 1862 the first...,Al Joaib Plastic Factory
saudi_factories.csv,Saudi Arabia,Al Kuhaimi Group,,,+966 566838672,,,,,,,,,,,,,,,,,,,,Al Kuhaimi Group,,Dammam,Eastern Province,"AlKuhaimi Group of Companies founded in 1975 with the initial establishment of AlKuhaimi Metal Industries in Dammam, Saudi Arabia. The growth and stability of the Saudi market various sectors necessit...",Al Kuhaimi Group
saudi_factories.csv,Saudi Arabia,Al Qahtani Pipe Coating Industries,,,+966 xxxxxxxxxx,,,,,,,,,,,,,,,,,,,,Al Qahtani Pipe Coating Industries,,,Eastern Province,Abdel Hadi Abdullah Al-Qahtani Group of Companies established in 1940’s and has been expanded to cover various activities and considered to be one of the largest and most reputable privately owned...,Al Qahtani Pipe Coating Industries
saudi_factories.csv,Saudi Arabia,Al Rish Al Khaleeji Trading Co.,,,+966 552295924,,,,,,,,,,,,,,,,,,,,Al Rish Al Khaleeji Trading Co.,,,Riyadh,"Is a leading provider of high-quality advertising and signage materials, committed to turning creative ideas into impactful marketing solutions. Since our inception, we have been serving clients acros...",Al Rish Al Khaleeji Trading Co.
saudi_factories.csv,Saudi Arabia,Al Shifa Medical Products Co.,,,+966 xxxxxxxxxx,,,,,,,,,,,,,,,,,,,,Al Shifa Medical Products Co.,,Dammam,Eastern Province,"Since our establishment in 1980, we have committed to ourselves to making the healthcare environment safe and clean by manufacturing the latest and highest-quality medical disposable. We achieved that...",Al Shifa Medical Products Co.
saudi_factories.csv,Saudi Arabia,Al-Jubail Sanitary Pipe Factory,,,+966 xxxxxxxxxx,,,,,,,,,,,,,,,,,,,,Al-Jubail Sanitary Pipe Factory,,Jubail,Eastern Province,"JSPF is the trade name of Al-Jubail Sanitary Pipe Factory owned 100% by a Saudi Individual. It was established in 1985, since then JSPF has become one of the largest manufacturer and supplier of Polye...",Al-Jubail Sanitary Pipe Factory
arab_manufacturers.csv;mena_manufacturers.csv,Saudi Arabia,Al-Mumayzah Solutions Company for Chemical Industries,Manufacturing chemicals and chemical products; Manufacturing of rubber and plastic products; Manufacturing of machinery and equipment,Chemical industries,0126058546,info@usci.com.sa,Jeddah 1st,,,,,,,,,,,,,,,,,,,,,,,Al-Mumayzah Solutions Company for Chemical Industries
arab_manufacturers.csv;mena_manufacturers.csv,Saudi Arabia,Al-Rahden for Cleaning Company Saudi Closed Joint Stock,Other manufacturing; Manufacturing chemicals and chemical products,Cleaning products,0114543393,HR@alrahden.net,Riyadh 1st,,,,,,,,,,,,,,,,,,,,,,,Al-Rahden for Cleaning Company Saudi Closed Joint Stock
saudi_factories.csv,Saudi Arabia,Al-Suyuf Factory,,,+966 564240789,,,,,,,,,,,,,,,,,,,,Al-Suyuf Factory,,Jeddah,Makkah,"Al-Suyuf factory is one of the well-known manufacturers in Saudi Arabia for producing plastic bags. If you're looking for biodegradable or eco-friendly plastic bags, we provide all types of plastic ba...",Al-Suyuf Factory
saudi_factories.csv,Saudi Arabia,AlMutlaq Furniture,,,+966 138472211,,,,,,,,,,,,,,,,,,,,AlMutlaq Furniture,,Dammam,Eastern Province,"ALMUTLAQ FURNITURE was founded in 1954 and since then the company was a leader and pioneer in the furniture retail market, in furniture manufacturing, and in contract furnishing. For decades the compa...",AlMutlaq Furniture
saudi_factories.csv,Saudi Arabia,Alam Albaitar Trading Co.,,,+966 558584966,,,,,,,,,,,,,,,,,,,,Alam Albaitar Trading Co.,,Khamis Mushayt,Asir,"We are one of the leading companies in the field of high-quality paint manufacturing in the Kingdom of Saudi Arabia. Our factory is located in Khamis Mushait and was established in 2008. Since then, o...",Alam Albaitar Trading Co.
saudi_factories.csv,Saudi Arabia,Alanwar Factory Co.,,,+966 xxxxxxxxxx,,,,,,,,,,,,,,,,,,,,Alanwar Factory Co.,,Riyadh,Riyadh,"Alanwar Factory Co. is a leading factory in Saudi Arabia in the production of street light poles, street lights, and lighting accessories. The factory was established in 1392 in the 1st industrial Cit...",Alanwar Factory Co.
saudi_factories.csv,Saudi Arabia,Alaousaj,,,+966 xxxxxxxxxx,,,,,,,,,,,,,,,,,,,,Alaousaj,,Jizan,Jazan,"Alaousaj established in Saudi Arabia, is dedicated to providing comprehensive and reliable pharmaceutical services to the community. We offer a wide range of medicines, healthcare products, and profes...",Alaousaj
saudi_factories.csv,Saudi Arabia,Albitar Factory Company,,,+966 591596878,,,,,,,,,,,,,,,,,,,,Albitar Factory Company,,Dammam,Eastern Province,"Albitar factory is a wholly Saudi owned entity that was founded in 1974 in the First Industrial City, Eastern Province of Saudi Arabia and is a leading provider which is dedicated to quality work and...",Albitar Factory Company
saudi_factories.csv,Saudi Arabia,Alfalak Electronic Equipment & Supplies Co.,,,+966 13 882 9996,,,,,,,,,,,,,,,,,,,,Alfalak Electronic Equipment & Supplies Co.,,Khobar,Eastern Province,Al-Falak Electronic Equipment & Supplies Co. is a leading IT and communications solution provider that has continuously been ranked by Arab News as one of the top 100 Companies in Saudi Arabia. Wi...,Alfalak Electronic Equipment & Supplies Co.
gcc_manufacturers.csv,Saudi Arabia,Alfanar,,,,,,,,,Riyadh,www.alfanar.com,Electrical equipment," transformers, EPC,$6.6B revenue; 24K employees; exports to 100+ countries; smart grid tech.",,,,,,,,,,,,,,,,Alfanar
gcc_manufacturers.csv,Saudi Arabia,Almarai,,,,,,,,,Riyadh,www.almarai.com,Dairy," poultry, bakery, juices,World's largest vertically integrated dairy; $5B+ revenue; 40K employees; halal; fresh produce.",,,,,,,,,,,,,,,,Almarai
saudi_factories.csv,Saudi Arabia,Alsharq Factory,,,+966 550723222,,,,,,,,,,,,,,,,,,,,Alsharq Factory,,Jeddah,Makkah,"Based in Jeddah, Saudi Arabia, Al Sharq Al Adna Manufacturing specializes in producing high-quality Wood-Plastic Composite (WPC) products. With a focus on durability, sustainability, and innovation, w...",Alsharq Factory
saudi_factories.csv,Saudi Arabia,Aluminium Manufacturing Co. Ltd,,,+966 xxxxxxxxxx,,,,,,,,,,,,,,,,,,,,Aluminium Manufacturing Co. Ltd,,Dammam,Eastern Province,ALUMACO is one of the largest and most prestigious architectural aluminum fabricators and installers in the Middle East. This achievement was made through advanced material management and technical en...,Aluminium Manufacturing Co. Ltd
saudi_factories.csv,Saudi Arabia,Alwasat Printing Company,,,+966 58 392 6917,,,,,,,,,,,,,,,,,,,,Alwasat Printing Company,,Dammam,Eastern Province,"AlWasat Printing Company is one of the pioneers in providing high quality printing services. Whether in design, accuracy or execution, the company’s strength lies in its approach that works to meet...",Alwasat Printing Company
saudi_factories.csv,Saudi Arabia,Aqua Cool Saudi Arabia,,,+966 xxxxxxxxxx,,,,,,,,,,,,,,,,,,,,Aqua Cool Saudi Arabia,,Dammam,Eastern Province,"Established in 1985, Aqua Cool is the first, and remains the longest serving, 5 gallon bottled drinking water supplier in the Kingdom of Saudi Arabia. Licensed by the Ministry of Industry and the Saud...",Aqua Cool Saudi Arabia
gcc_manufacturers.csv,Saudi Arabia,Arabian Contracting Services Co.,,,,,,,,,Riyadh,www.arabiancontracting.com,Prefabs," steel structures, construction materials,Industrial builds; 1,000 employees; MODON zones; infra projects.",,,,,,,,,,,,,,,,Arabian Contracting Services Co.
arab_manufacturers.csv;mena_manufacturers.csv,Saudi Arabia,Arabian Controls and Electrics Limited Company,Manufacturing computers, electronic and optical products,Electronics,0138101720,samer.alkurdi@abdulla-fouad.com,Dammam 3rd,,"N/A,N/A",,,,,,,,,,,,,,,,,,,,Arabian Controls and Electrics Limited Company
saudi_factories.csv,Saudi Arabia,Arabian Minerals and Chemicals Co. Ltd,,,+966 xxxxxxxxxx,,,,,,,,,,,,,,,,,,,,Arabian Minerals and Chemicals Co. Ltd,,Dammam,Eastern Province,"Arabian Minerals and Chemical Company Ltd. (AMC) is a Saudi Arabian Chemical Manufacturing Company supporting the Oil & Gas Industry for over 45 years. Established in 1976, AMC is one of the most...",Arabian Minerals and Chemicals Co. Ltd
saudi_factories.csv,Saudi Arabia,Arabian Seals Company Ltd. (ASC),,,+966 xxxxxxxxxx,,,,,,,,,,,,,,,,,,,,Arabian Seals Company Ltd. (ASC),,Dammam,Eastern Province,"The first Saudi Arabian Joint Venture company to manufacture, sell and service mechanical seals, sealing systems and other related products for the Petroleum, Petrochemical, Chemical, Power Generation...",Arabian Seals Company Ltd. (ASC)
saudi_factories.csv,Saudi Arabia,Bahra Electric,,,+966 920011127,,,,,,,,,,,,,,,,,,,,Bahra Electric,,Jeddah,Makkah,Bahra Electric was established in 2008 as Bahra Cables. Initially we focused purely on establishing our name in the Wires and Cables industry and are very proud of our achievements to have reached the...,Bahra Electric
saudi_factories.csv,Saudi Arabia,Brothers Gas Bottling and Distribution Co. LLC,,,+966 506373336,,,,,,,,,,,,,,,,,,,,Brothers Gas Bottling and Distribution Co. LLC,,Riyadh,Riyadh,Brothers Gas Bottling & Distribution Co. LLC established in 1992 as a single bottling unit providing clean & portable fuel solutions has experienced a meteoric rise to our current position as...,Brothers Gas Bottling and Distribution Co. LLC
gcc_manufacturers.csv,Saudi Arabia,Consolidated Can Manufacturing Co. Ltd.,,,,,,,,,Jeddah,www.consolidatedcan.com,Metal cans," packaging,Aerosol/beverage cans; 800 employees; sustainable aluminum; GCC exports.",,,,,,,,,,,,,,,,Consolidated Can Manufacturing Co. Ltd.
