Source File,Country,Company Name,Sector,Product Categories,Phone,Email,Address,Certifications,Production Capacity,Other,City/Location,Website,Types of Products,Additional Information,Name,الأسم,Type,نوع التصنيف,Subtype,نوع التصنيف الفرعي,Block,X Longitude,Y Latitude,Location,Factory Name,Industry Type,City,Region,Products/Services
arab_manufacturers.csv,Kuwait,Burgan Shoes Manufacturing Company,Textiles, Clothing & Leather Industries,Military shoes – Safety shoes – Casual shoes,(+965) 24733228 – 24731589,q8shoes@qualitynet.net,Sabhan – Block 2 – Street 102 – P.O. Box 3063 Safat 13031 Kuwait,N/A,"N/A,Fax: (+965) 24714062",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Carpets Industry Company K.S.C.,Textiles, Clothing & Leather Industries,100 % Polyester carpets cut piles - straight and frieze yarn - 100 % PP BCF loop carpets,(+965) 24719000,info@carpetskuwait.com,Northern Sabhan – Block 6 – Street 104 - P.O. Box 929 Hawalli 32010 Kuwait,N/A,"N/A,Fax: (+965) 24763669; Website: www.carpetskuwait.com",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Gulf Leather Industries,Textiles, Clothing & Leather Industries,Shoes for men and women – Army shoes & safety shoes – Leather products (bags, wallets, belts),(+965) 24739766,gsf_kwt@yahoo.com,"Sabhan – Block 6 – Street 62 – P.O. Box 2336 Safat 13024 Kuwait,N/A,N/A,Fax: (+965) 24742046",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Gulftex Industries Co.,Textiles, Clothing & Leather Industries,Pillows & quilts - Cushions - Polyester fiber yarns,(+965) 24720874 – 24758892/ 3/4,info@gulftexindustries.com,Sabhan – Block 2 – Street 23 – P.O. Box 26532 Safat 13126 Kuwait,N/A,"N/A,Fax: (+965) 24720869 – 24758891; Website: www.gulftexindustries.com",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Kuwait Cotton Products Co. For Trade & Industry,Textiles, Clothing & Leather Industries,Pillows – Bed sheets & quilts,(+965) 24742287 – 24742288,kcpckt@kcpckt.com,Sabhan – Block 1 – Street 11 – P.O. Box 24301 Safat 13104 Kuwait,N/A,"N/A,Fax: (+965) 24742513; Website: www.kcpckt.com",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,National Tannery Company,Textiles, Clothing & Leather Industries,Arabian / Australian skin – Arabian / Australian wool,(+965) 24676147 – 24676148,ntc@qualitynet.net,Sulaibiya Industrial Area – Block 1 – Street 3 – P.O. Box 1048 Safat 13011 Kuwait,N/A,"N/A,Fax: (+965) 24679777",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,National Textile Company,Textiles, Clothing & Leather Industries,Towels – Polyester / cotton sheets – Table linen – Polyester Pillows – Comforters – Cotton products (Pilgrimage towels, t-shirts, ghutras),(+965) 24763311 – 24714347,alrabea@qualitynet.net,"Sabhan – Block 2 – Street 104 – P.O. Box 25186 Safat 13112 Kuwait,N/A,N/A,Fax: (+965) 24761122; Website: www.ntckuwait.com",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Al-Jeel Reprographic Industries,Paper & Wood Products,Engineering Papers – Thermal rolls,(+965) 24712918 – 24769875,Kuriakose@al-alfin.com,Sabhan – Block 2 – Plot 200 – P.O. Box 25726 Safat 13118 Kuwait,N/A,N/A,Fax: (+965) 24769876,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Alrawdah Paper & Nylon Products Plate Carton Company,Paper & Wood Products,Paper bags – Paper rolls – Paper plates – Carton products,(+965) 24710429 – 24832901 – 24740162,alrawdah_RPPC@hotmail.com,Sabhan – Block 2 – Street 21 – P.O. Box 33065 Safat 73451 Kuwait,N/A,N/A,Fax: (+965) 24740194 – 24848301; Website: www.alrawdah-co.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Caesar Pac Carton & Paper Products Company,Paper & Wood Products,Corrugated carton & paper products,(+965) 24610077,caesarpac@caesarsgroup.net,Kuwait Free Trade Zone - Block 2 B - Plot 5 - P.O. Box 5592 Safat 13056 Kuwait,N/A,N/A,Fax: (+965) 24610177; Website: www.caesarsgroup.net,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Hayakel Steel Industries Co.,Basic Metal Industries,Tankers (water, fuel, sewage) –Trailers & Semi Trailers – Garbage Compactors – Security Products,(+965) 1844888 – 24720088,info@hayakel.com,Sabhan – Block 3 –P.O. Box 145 Safat 13002 Kuwait,"N/A,N/A,Fax: (+965) 24749759; Website: www.hayakel.com",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Integral Services Co.,Basic Metal Industries,Heat exchangers,(+965) 23262706 / 7,iscocrop@isco.com.kw,Western Shuaiba – Block 6 – Plot 80 - P.O. Box 3683 Salmiya 22037 Kuwait,N/A,N/A,Fax: (+965) 23262717 - 23263193; Website: www.isco.com.kw,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Khalid Ali Al-Kharafi & Bros. Co. (Kharafi Steel),Basic Metal Industries,Structural steel – Pre-engineered steel buildings – Space frames – Pipes – Steel tanks – Steel doors (plain and fire rated) – Porta cabins – Aluminum composite panels – Galvanized products,(+965) 24845100 - 24873400,kaksteel@qulaitynet.net,Shuwaikh Industrial Area – Block B – Plot 100, 101, - P.O. Box 2886 Safat 13029," Kuwait,N/A,N/A,Fax: (+965) 24835501 - 24873500; Website: www.kharafisteel.net/index.htm",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Kuwait Aluminum & Brass Industries Co.,Basic Metal Industries,Aluminum housewares – Iron gas burners & other products made of iron,(+965) 24715884 – 24814419,info@kabi-kw.com,Sabhan – Block 9 – Street 102 – P.O. Box 3937 Safat 13040 Kuwait,N/A,N/A,Fax: (+965) 24840202; Website: www.kabi-kw.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Kuwait Aluminum Extrusion Company,Basic Metal Industries,Aluminum Extrusion – Anodizing,(+965) 24738509 – 24745434,extrusion@kalexco.com,Sabhan – Block 8 – Street 84 – Plot 208 –P.O. Box 24501 Safat 13106 Kuwait,N/A,N/A,Fax: (+965) 24710694; Website: www.kalexco.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Kuwait Foundry Company,Basic Metal Industries,Manhole covers - Drainage pipes & fittings - Other castings,(+965) 24766691/2/3/4,srp737@hotmail.com,Ray Industrial Area – Block 1 – Street 10 – P.O. Box 1393 Safat 13014 Kuwait,N/A,N/A,Fax: (+965) 24763033,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Kuwait Pipe Industries and Oil Services Company,Basic Metal Industries,Spirally welded carbon steel pipes,(+965) 24674843 – 24675622,kpios@kpios.com,Sulaibiya Industrial Area – Block 1 – Street 4 – P.O. Box 3416 Safat 13035 Kuwait,N/A,N/A,Fax: (+965) 24675897; Website: www.kpios.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Metal Products Accessories Co.,Basic Metal Industries,Beach chairs & umbrellas – Steel furniture (ladders - ironing tables - cloth dryers – cloth hangers – bases for gas cylinders and fridges),(+965) 24755292,metalproductsm@yahoo.com,Sabhan – Block 2 – Street 102 - Plot 73 - P.O. Box 99 Shamiya 71661, Kuwait,N/A,"N/A,Fax: (+965) 24755191; Website: www.mpcoj.com",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Metal Products Company,Basic Metal Industries,Galvanized Iron Profiles – Aluminum Ceiling of different Sizes,(+965) 24731287 – 24737916,mpc@kems.net,Sabhan – Block 6 – Street 62 - P.O. Box 3973 Safat 13040 Kuwait,N/A,N/A,Fax: (+965) 24737932; Website: www.mpckw.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,New Exhibition Company,Basic Metal Industries,Electric Water Heaters – Water Cooling & Heating Equipments – Food Heating Equipment,(+965) 24822084 – 24716683,newexhib@newexhib.com,Shuwaikh – Al-Jawazat Street– P.O. Box 2383 Safat 13024 Kuwait,N/A,N/A,Fax: (+965) 24813083 – 24766993; Website: www.newexhib.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Refrigeration Industries and Storage Company,Basic Metal Industries,Central & Split Air-conditioning units,(+965) 1833380 - 24679732,risco@ricoolex.com,Sulaibiya – Block 1 – P.O. Box 22261 Safat 13083 Kuwait,N/A,N/A,Fax: (+965) 24673562; Website: www.riscoolex.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Sa’ad Murshad General Trade & Construction Establishment,Basic Metal Industries,Interior & Exterior Signs – Safety Signs – Road Markings – Metal Works,(+965) 23988171 – 23263888,mail@ smurshedest.com,West Industrial Shuaiba – Block 5 – P.O. Box 9716 Ahmadi 61008 Kuwait,N/A,N/A,Fax: (+965) 23988172 – 23263880; Website: www.smurshedest.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Sofan Steel and Metal Furniture Factory,Basic Metal Industries,Steel pipes – Hollow sections – Galvanized steel sheets – Corrugated sheets – Decoration steel,(+965) 24763841 / 91 - 24812337,faid@sofansteel.com,Al Rai – Block 1 – Plot 1822 - P.O. Box 42087 Shuwaikh 70651 , Kuwait,N/A,"N/A,Fax: (+965) 24763868 - 24831139; Website: www.sofansteel.com",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Specialties Expanded Metal Factory (Kumex),Basic Metal Industries,Metal Lath – Angle Beads – Brick Mesh – Plaster stop,(+965 ) 24565145/ 65,technical@aspeckuwait.com,Amghara Industrial Area – Block 4 – Plot 106 , 108 , 110 - P.O. Box 23595 Safat 13096 ," Kuwait,N/A,N/A,Fax: ( +965 ) 24565135; Website: www.kumex.net",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Steel Panel Center,Basic Metal Industries,Insulated Sandwich Panels – Corrugated & Plain Sheet Iron – Pre-Fabricated Buildings – Al,(+965) 24828200 – 24827532,nblramadan@yahoo.com,Shuwaikh Industrial Area – Mohammad Ben Al Qasim Street –P.O. Box 399 Dasman 15454 Kuwait,N/A,N/A,Fax: (+965) 24828201; Website: www.spckuwait.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,United Steel Industrial Company,Basic Metal Industries,Reinforced steel bars,(+965) 22422200 – 22444231,commercial@unisteelkuwait.com,Shuaiba Industrial Area –Block 4 – Plot 71 – P.O. Box 1370 Safat 13014 Kuwait,N/A,N/A,Fax: (+965) 22444232; Website: www.unisteelkuwait.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Universal Steel Factory,Basic Metal Industries,Stainless Steel Tanks – Stainless Steel Trolleys –Stainless Steel Insulated Water Coolers – Water Heater Tanks – Stainless Steel Cooking Equipments – Stainless steel Tankers – Stainless Steel / Carbon Steel Pipes & Fittings – Stainless Steel Decoration,(+965) 22650372 / 3,universal-steel-architect@hotmail.com,West Industrial Shuaiba – Block 5 – P.O. Box 511 Surra 45706 Kuwait,N/A,N/A,Fax: (+965) 25352442,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Kuwait Cement Company,Non Metal Mining,Ordinary Portland cement – Sulphate resisting cement – Al- Ramadi (Masonry cement) – Clinker,(+965 ) 22401700 - 23261621,alcement@kuwait-cement.com,Kuwait City -Cement House -at the intersection of Al- Shuhada Street with Khaled Ibn Al-Waleed Street, Al-Sawaber Area- P.O. Box 20581 Safat 13066 Kuwait,N/A,"N/A,Fax: (+965) 22432956 - 22440896; Website: www.Kuwait-cement.com",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Metal Products Company,Non Metal Mining,Gypsum Ceiling Tiles,(+965) 24731287 – 24737916,mpc@kems.net,Sabhan – Block 6 – Street 62 - P.O. Box 3973 Safat 13040 Kuwait,N/A,N/A,Fax: (+965) 24737932; Website: www.mpckw.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,National Industries Company for Building Materials,Non Metal Mining,Al-Abyad Blocks – Sand Lime Bricks – Interlock Tiles,(+965) 1844555 – 24837099,Sales@nicbm.com,Shuwaikh – Crossroads of Jahra Road and Airport Road – P.O. Box 3314 Safat 13034 Kuwait,N/A,N/A,Fax: (+965) 24833498; Website: www.nicbm.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Quality International Plant,Non Metal Mining,Concrete mix (all grades) –Swift Crete mix – Crack resisting mix – splash mix – screed mix- raw materials (washed sand and gravel of different sizes),(+965) 24580887,info@qiplant.com,Amghara Industrial Area – Block 4 – Plot 19 , 20 - P.O. Box 66678 Bayan, Kuwait,"N/A,N/A,Fax: (+965) 24560887; Website: www.qiplant.com",,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Abbas Ali A-Hazeem & Partners Co. for Mattresses,Other Manufacturing Industries,Spring Mattresses – Headboards & Boxes – Bedrooms – Sofa Sets,(+965) 24731309 - 24738712,hazeem@qualitynet.com,Sabhan – Block 2- Street 21 –P.O. Box 497 Farwaniah Kuwait,N/A,N/A,Fax: (+965) 24735732,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Al-Baghli Sponge Manufacturing Company,Other Manufacturing Industries,Spring Mattresses – Polyester Pillows & Quilts,(+965 ) 24761444,sponge@albaghli.com,Sabhan – Block 2 – Street 101 – P.O. Box 29920 Safat 13160 Kuwait,N/A,N/A,Fax: (+965 ) 24762999; Website: www.albaghli-sponge.net,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Domain General Trading & Contracting Co.,Other Manufacturing Industries,Furniture & Interior Design,(+965) 24717566 - 24717552,domainkwt@yahoo.com,Sabhan – Block 6 – Street 61 – P.O. Box 3783 Hawali 32069 Kuwait,N/A,N/A,Fax: (+965) 24717498; Website: www.dominkwt.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Final Touches Co.,Other Manufacturing Industries,Furniture – Curtains – Accessories – Fabrics – Execution of interior designs,(+965) 24821143 - 1808899,finaltouches@usa.com,Shuwaikh –Canadadry Street –Wara Center– P.O. Box 22922 Safat 13090 Kuwait,N/A,N/A,Fax: (+965) 24822081,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Mattress & Sofa Industries Co. (Al Fares Industries),Other Manufacturing Industries,Spring & normal mattresses – Divan Base – Head boards / Feet Boards – Sofa sets,(+965 ) 24720871 / 2 / 3 / 4,info@alfaresindustries.com,Sabhan –Block 2 – Street 24 – P.O. Box 2947 Safat 13030 Kuwait,N/A,N/A,Fax: (+965 ) 24720869; Website: www.alfaresindustries.com,,,,,,,,,,,,,,,,,,,
arab_manufacturers.csv,Kuwait,Nijaracraft Furniture & joinery,Other Manufacturing Industries,Desks (conferences, reception…etc) – Wall cladding – Vanity cabinets & counters- Solid surfaces (tops, cladding …etc),(+965) 24719884,admin@nijaracraft.com,South Sabhan – Block 8 – Street 103 - P.O. Box 28903 Safat 13150 Kuwait,"N/A,N/A,Fax: (+965) 24743863",,,,,,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,Emirates Global Aluminium (EGA),,,,,,,,,Abu Dhabi,www.ega.ae,Primary aluminium," billets, foundry alloys,Aluminium smelting giant; 2.4M tonnes/year capacity; exports to 50+ countries; sustainability focus on low-carbon production; HQ in Al Taweelah.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,Ducab,,,,,,,,,Dubai,www.ducab.com,Copper/aluminium cables," wires, power conductors,Global energy sector supplier; founded 1979; serves projects like Burj Khalifa; ISO-certified; 1,000+ employees; Dubai Industrial City base.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,RAK Ceramics,,,,,,,,,Ras Al Khaimah,www.rakceramics.com,Ceramic tiles," porcelain slabs, sanitaryware,Wall/floor solutions for residential/commercial; top exporter; innovation in eco-tiles; 5,000+ employees; serves hospitality sector.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,Agthia Group,,,,,,,,,Abu Dhabi,www.agthia.com,Bottled water (Al Ain)," juices, dairy, snacks,Food/bev portfolio; GCC reach; sustainability via recycled packaging; $1B+ revenue; partners with Yoplait/Nabil.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,Julphar,,,,,,,,,Ras Al Khaimah,www.julphar.com,Pharmaceuticals," generics, biosimilars,Leading MENA pharma; 2,500+ products; exports to 40 countries; R&D in vaccines; 3,000 employees; GMP-compliant.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,Strata Manufacturing,,,,,,,,,Al Ain,www.stratamfg.ae,Aerospace components (aircraft parts),"High-tech for Airbus/Boeing; Abu Dhabi hub; 1,000+ employees; advanced composites; part of Mubadala.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,Dubai Cable Company (Ducab),,,,,,,,,Dubai,www.ducab.com,Cables," conductors, accessories,Landmark projects (Dubai Metro); JV with BICC; quality focus; 2,000+ staff; exports to GCC/Africa.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,National Food Products Company (NFPC),,,,,,,,,Abu Dhabi,www.nfpcuae.com,Dairy (Milco)," water (Oasis), bakery, juices,Retail/foodservice; founded 1971; 1,500 employees; halal-certified; UAE-wide distribution.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,Mai Dubai,,,,,,,,,Dubai,www.maidubaiwater.com,Bottled water," beverages,Sustainable sourcing; 500ML+ employees; awards for eco-packaging; serves hotels/catering; Jebel Ali facility.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,Arabian Gulf Steel,,,,,,,,,Abu Dhabi,www.arabiangulfsteel.com,Steel products (rebar," billets),Construction/infra materials; regional exports; 800 employees; focus on green steel; KIZAD zone.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,Hitachi Ltd. Middle East,,,,,,,,,Dubai,www.hitachi.ae,Industrial machinery," electronics,Power systems/automation; global tech; Middle East HQ; serves oil/gas; R&D in smart factories.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,Al Ghafia Manufacturing LLC,,,,,,,,,Dubai,www.alghafia.com,Doors," cabinets, fittings,Custom wood/metal products; interior solutions; 200+ staff; Sharjah base; exports to GCC.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,Gallery Interior Decor LLC,,,,,,,,,Dubai,www.giduae.me,CNC-cut decor," carvings, engravings,Hospitality/real estate focus; UV printing; 100 employees; eco-materials; Dubai Silicon Oasis.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,Deep Sea Pipes & Fittings Trading LLC,,,,,,,,,Dubai,www.deepseapipes.com,Pipes," fittings, valves, gaskets,Oil/gas/plumbing; supplier network; 150 staff; Deira location; ISO 9001.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,UAE,Prestige Engineering Industries LLC,,,,,,,,,Sharjah,www.prestigeengg.com,Steel fabrication," pressure vessels,Oil/gas equipment; 300 employees; ASME-certified; exports to Middle East.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,SABIC,,,,,,,,,Riyadh,www.sabic.com,Petrochemicals," plastics, fertilizers,World's 4th largest; $37B revenue; 33K employees; Vision 2030 pillar; HQ in Jubail/Yanbu.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,Petro Rabigh,,,,,,,,,Rabigh,www.petrorabigh.com,Refined petroleum," chemicals, polymers,$10.9B revenue; Aramco JV; 60K employees; exports globally; focus on sustainable fuels.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,Savola Group,,,,,,,,,Jeddah,www.savola.com,Edible oils," sugar, pasta,Food manufacturing; $6.9B revenue; 23K employees; brands like Afia; GCC distribution.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,Safari Group,,,,,,,,,Riyadh,www.safari.sa,Industrial gases," steel, mining,$6.7B revenue; diversified; 10K employees; oxygen/acetylene production; industrial parks.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,Alfanar,,,,,,,,,Riyadh,www.alfanar.com,Electrical equipment," transformers, EPC,$6.6B revenue; 24K employees; exports to 100+ countries; smart grid tech.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,Almarai,,,,,,,,,Riyadh,www.almarai.com,Dairy," poultry, bakery, juices,World's largest vertically integrated dairy; $5B+ revenue; 40K employees; halal; fresh produce.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,Saudi Kayan Petrochemical Co.,,,,,,,,,Jubail,www.saudikayan.com,Polyethylene," solvents, ethylene glycol,Chemicals; Aramco affiliate; 1,500 employees; export-oriented.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,Naqi Water Co.,,,,,,,,,Jeddah,www.naqiwater.com,Bottled water," beverages,Purified products; 500 employees; eco-bottling; serves Hajj/Umrah; Red Sea plant.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,National Petrochemical Co. (Petrochem),,,,,,,,,Jubail,www.petrochem.com.sa,Aromatics," polymers, ethylene,Basic chemicals; 2,000 employees; Yanbu/Jubail facilities; global supply.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,Arabian Contracting Services Co.,,,,,,,,,Riyadh,www.arabiancontracting.com,Prefabs," steel structures, construction materials,Industrial builds; 1,000 employees; MODON zones; infra projects.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,Consolidated Can Manufacturing Co. Ltd.,,,,,,,,,Jeddah,www.consolidatedcan.com,Metal cans," packaging,Aerosol/beverage cans; 800 employees; sustainable aluminum; GCC exports.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,Crystal Arabia For Modern Industries Co. Ltd.,,,,,,,,,Riyadh,www.crystal-arabia.com,Glass products," containers, tableware,Modern glassware; 600 employees; Dammam plant; luxury focus.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,Maaden International Industries for Metal Co. Ltd.,,,,,,,,,Riyadh,www.maaden.com.sa,Aluminum," base metals, fertilizers,Mining/manufacturing; PIF-owned; 7K employees; Ras Al Khair smelter.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,Rose Aljazera Co. Ltd.,,,,,,,,,Jeddah,www.rosealjazera.com,Plastic products," packaging,Films/bags; 400 employees; Jeddah 2nd Industrial City; eco-plastics.",,,,,,,,,,,,,,,
gcc_manufacturers.csv,Saudi Arabia,Saudi Eco Care LLC,,,,,,,,,Dammam,www.saudiecocare.com,Water treatment equipment," filters,Industrial purification; 300 employees; green tech; serves oil/gas; Eastern Province.",,,,,,,,,,,,,,,
industries.csv,,,,,,,,,,,,,,,INDUSTRIAL AREAS DIRECTORATE,إدارة المناطق الصناعية,INDUSTRIES,الصناعات,INDUSTRIAL AREAS,المناطق الصناعية,951.0,50.60850115,26.07628128,"26.07628128, 50.60850115",,,,,
industries.csv,,,,,,,,,,,,,,,ALHID PORT ICE MAKING FACTORY,مصنع فرضة الحد لصناعة الثلج,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,101.0,50.66050769,26.24173472,"26.24173472, 50.66050769",,,,,
industries.csv,,,,,,,,,,,,,,,ARABIAN GERMAN MANUFACTURING COMPANY - AGMA,الشركة العربية الألمانية للتصنيع - أجما,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.68424057,26.21991306,"26.21991306, 50.68424057",,,,,
industries.csv,,,,,,,,,,,,,,,AMEERI INDUSTRIES - AMETECH,أميري للصناعات - أمتك,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.65991953,26.21331441,"26.21331441, 50.65991953",,,,,
industries.csv,,,,,,,,,,,,,,,TACTILE ROOFING SOLUTIONS,حلول تاكتيل روفينج,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.67153604,26.21917381,"26.21917381, 50.67153604",,,,,
industries.csv,,,,,,,,,,,,,,,THE FOOD SUPPLY COMPANY - FOOSCO,شركة التجهيزات الغذائية المحدودة - فوسكو,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.66745373,26.22181125,"26.22181125, 50.66745373",,,,,
industries.csv,,,,,,,,,,,,,,,ASGHAR ALI COMPANY,شركة أصغرعلي,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.67796487,26.21920307,"26.21920307, 50.67796487",,,,,
industries.csv,,,,,,,,,,,,,,,AWAL GULF MANUFACTURING COMPANY,شركة أوال الخليج للتصنيع,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.66924426,26.21715068,"26.21715068, 50.66924426",,,,,
industries.csv,,,,,,,,,,,,,,,PRAXAIR BAHRAIN COMPANY,شركة براكسير البحرين,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.67887533,26.20747738,"26.20747738, 50.67887533",,,,,
industries.csv,,,,,,,,,,,,,,,POLARIS INTERNATIONAL COMPANY,شركة بولاريس إنترناشيونال,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.66577966,26.21435124,"26.21435124, 50.66577966",,,,,
industries.csv,,,,,,,,,,,,,,,JBF BAHRAIN COMPANY,شركة جيه بي إف البحرين,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.67189936,26.22296778,"26.22296778, 50.67189936",,,,,
industries.csv,,,,,,,,,,,,,,,RAMEZ INDUSTRIAL COMPANY,شركة رامز الصناعية,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.66643583,26.21539945,"26.21539945, 50.66643583",,,,,
industries.csv,,,,,,,,,,,,,,,SAFEWAY GATE FOOD INDUSTRIES COMPANY,شركة سيفوي جيت للصناعات الغذائية,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.66361903,26.21431931,"26.21431931, 50.66361903",,,,,
industries.csv,,,,,,,,,,,,,,,KAVALANI AND SONS COMPANY,شركة كافالاني وأولاده,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.68354427,26.2064609,"26.2064609, 50.68354427",,,,,
industries.csv,,,,,,,,,,,,,,,CHEMCO PLASTIC BAHRAIN COMPANY,شركة كمكو بلاستيك البحرين,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.66578105,26.21386622,"26.21386622, 50.66578105",,,,,
industries.csv,,,,,,,,,,,,,,,BIN MAHMOOD AUTOMATIC BAKERIES AND CATERING FACTORY,مصانع بن محمود للمخابز الآلية والتموين,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.66439269,26.21437343,"26.21437343, 50.66439269",,,,,
industries.csv,,,,,,,,,,,,,,,MUHAMMAD ABDULAZIZ AL HALWACHI FOOD FACTORIES,مصانع محمد عبدالعزيز الحلواجي للأغذية,INDUSTRIES,الصناعات,INDUSTRIAL COMPLEXES,المنشـآت الصناعية,115.0,50.6674972,26.22127991,"26.22127991, 50.6674972",,,,,
